year,is_knockout,team_1_score,team_2_score,team_1_name,team_1_is_home_nation,team_1_top_goalscorers_count,team_1_premier_league_players,team_1_laliga_players,team_1_serie_a_players,team_1_bundesliga_players,team_1_ligue_1_players,team_1_players_finishing_top_three_europe_domestic,team_1_n_unique_clubs,team_1_qualified_last_time,team_1_made_r16_last_time,team_1_made_quarters_last_time,team_1_made_semis_last_time,team_1_made_final_last_time,team_1_ranking,team_2_name,team_2_is_home_nation,team_2_top_goalscorers_count,team_2_premier_league_players,team_2_laliga_players,team_2_serie_a_players,team_2_bundesliga_players,team_2_ligue_1_players,team_2_players_finishing_top_three_europe_domestic,team_2_n_unique_clubs,team_2_qualified_last_time,team_2_made_r16_last_time,team_2_made_quarters_last_time,team_2_made_semis_last_time,team_2_made_final_last_time,team_2_ranking
2014,0,2,2,united states,0,0,5,0,0,3,1,1,20,1,1,0,0,0,13,portugal,0,1,1,6,1,1,1,7,15,1,1,0,0,0,4
2014,0,0,1,united states,0,0,5,0,0,3,1,1,20,1,1,0,0,0,13,germany,0,1,4,1,1,17,0,16,10,1,1,1,1,0,2
2014,0,2,1,portugal,0,1,1,6,1,1,1,7,15,1,1,0,0,0,4,ghana,0,0,0,0,5,1,4,2,22,1,1,1,0,0,37
2014,0,2,1,belgium,0,0,11,2,1,2,1,9,17,0,0,0,0,0,11,algeria,0,0,1,3,4,0,3,3,23,1,0,0,0,0,22
2014,0,1,1,russia,0,0,0,0,0,0,0,0,9,0,0,0,0,0,19,south korea,0,0,2,0,0,5,0,0,18,1,1,0,0,0,57
2014,0,1,0,belgium,0,0,11,2,1,2,1,9,17,0,0,0,0,0,11,russia,0,0,0,0,0,0,0,0,9,0,0,0,0,0,19
2014,0,2,4,south korea,0,0,2,0,0,5,0,0,18,1,1,0,0,0,57,algeria,0,0,1,3,4,0,3,3,23,1,0,0,0,0,22
2014,0,0,1,south korea,0,0,2,0,0,5,0,0,18,1,1,0,0,0,57,belgium,0,0,11,2,1,2,1,9,17,0,0,0,0,0,11
2014,0,1,1,algeria,0,0,1,3,4,0,3,3,23,1,0,0,0,0,22,russia,0,0,0,0,0,0,0,0,9,0,0,0,0,0,19
2010,0,1,1,south africa,0,0,3,0,0,0,0,0,15,0,0,0,0,0,83,mexico,0,0,2,2,0,1,0,2,16,1,1,0,0,0,17
2010,0,0,0,uruguay,0,0,0,4,3,0,1,4,20,0,0,0,0,0,16,france,0,0,8,2,0,1,11,19,9,1,1,1,1,1,9
2010,0,0,3,south africa,0,0,3,0,0,0,0,0,15,0,0,0,0,0,83,uruguay,0,0,0,4,3,0,1,4,20,0,0,0,0,0,16
2010,0,0,2,france,0,0,8,2,0,1,11,19,9,1,1,1,1,1,9,mexico,0,0,2,2,0,1,0,2,16,1,1,0,0,0,17
2010,0,0,1,mexico,0,0,2,2,0,1,0,2,16,1,1,0,0,0,17,uruguay,0,0,0,4,3,0,1,4,20,0,0,0,0,0,16
2010,0,1,2,france,0,0,8,2,0,1,11,19,9,1,1,1,1,1,9,south africa,0,0,3,0,0,0,0,0,15,0,0,0,0,0,83
2010,0,2,0,south korea,0,0,2,0,0,1,1,1,18,1,0,0,0,0,47,greece,0,0,1,0,3,1,0,0,13,0,0,0,0,0,13
2010,0,1,0,argentina,0,4,3,3,6,1,1,8,19,1,1,1,0,0,7,nigeria,0,0,6,2,0,2,4,1,21,0,0,0,0,0,21
2010,0,4,1,argentina,0,4,3,3,6,1,1,8,19,1,1,1,0,0,7,south korea,0,0,2,0,0,1,1,1,18,1,0,0,0,0,47
2010,0,2,1,greece,0,0,1,0,3,1,0,0,13,0,0,0,0,0,13,nigeria,0,0,6,2,0,2,4,1,21,0,0,0,0,0,21
2010,0,2,2,nigeria,0,0,6,2,0,2,4,1,21,0,0,0,0,0,21,south korea,0,0,2,0,0,1,1,1,18,1,0,0,0,0,47
2010,0,0,2,greece,0,0,1,0,3,1,0,0,13,0,0,0,0,0,13,argentina,0,4,3,3,6,1,1,8,19,1,1,1,0,0,7
2010,0,1,1,england,0,1,23,0,0,0,0,6,9,1,1,1,0,0,8,united states,0,0,6,0,1,3,1,1,21,1,0,0,0,0,14
2010,0,0,1,algeria,0,0,3,1,1,4,3,0,21,0,0,0,0,0,30,slovenia,0,0,0,0,3,3,2,2,20,0,0,0,0,0,25
2010,0,2,2,slovenia,0,0,0,0,3,3,2,2,20,0,0,0,0,0,25,united states,0,0,6,0,1,3,1,1,21,1,0,0,0,0,14
2010,0,0,0,england,0,1,23,0,0,0,0,6,9,1,1,1,0,0,8,algeria,0,0,3,1,1,4,3,0,21,0,0,0,0,0,30
2010,0,1,0,united states,0,0,6,0,1,3,1,1,21,1,0,0,0,0,14,algeria,0,0,3,1,1,4,3,0,21,0,0,0,0,0,30
2010,0,0,1,slovenia,0,0,0,0,3,3,2,2,20,0,0,0,0,0,25,england,0,1,23,0,0,0,0,6,9,1,1,1,0,0,8
2010,0,0,1,serbia,0,0,3,2,3,4,0,4,23,1,0,0,0,0,15,ghana,0,0,5,1,4,3,1,3,22,1,1,0,0,0,32
2010,0,4,0,germany,0,1,0,0,0,23,0,12,8,1,1,1,1,0,6,australia,0,0,5,0,1,0,0,0,21,1,1,0,0,0,20
2010,0,0,1,germany,0,1,0,0,0,23,0,12,8,1,1,1,1,0,6,serbia,0,0,3,2,3,4,0,4,23,1,0,0,0,0,15
2010,0,1,1,ghana,0,0,5,1,4,3,1,3,22,1,1,0,0,0,32,australia,0,0,5,0,1,0,0,0,21,1,1,0,0,0,20
2010,0,2,1,australia,0,0,5,0,1,0,0,0,21,1,1,0,0,0,20,serbia,0,0,3,2,3,4,0,4,23,1,0,0,0,0,15
2010,0,0,1,ghana,0,0,5,1,4,3,1,3,22,1,1,0,0,0,32,germany,0,1,0,0,0,23,0,12,8,1,1,1,1,0,6
2010,0,2,0,netherlands,0,0,5,1,2,5,0,6,17,1,1,0,0,0,4,denmark,0,0,4,1,3,2,0,2,19,0,0,0,0,0,36
2010,0,1,0,japan,0,0,0,0,1,1,1,0,15,1,0,0,0,0,45,cameroon,0,0,3,2,1,2,6,5,21,0,0,0,0,0,19
2010,0,1,0,netherlands,0,0,5,1,2,5,0,6,17,1,1,0,0,0,4,japan,0,0,0,0,1,1,1,0,15,1,0,0,0,0,45
2010,0,1,2,cameroon,0,0,3,2,1,2,6,5,21,0,0,0,0,0,19,denmark,0,0,4,1,3,2,0,2,19,0,0,0,0,0,36
2010,0,1,3,denmark,0,0,4,1,3,2,0,2,19,0,0,0,0,0,36,japan,0,0,0,0,1,1,1,0,15,1,0,0,0,0,45
2010,0,1,2,cameroon,0,0,3,2,1,2,6,5,21,0,0,0,0,0,19,netherlands,0,0,5,1,2,5,0,6,17,1,1,0,0,0,4
2010,0,1,1,italy,0,1,0,0,23,0,0,4,10,1,1,1,1,1,5,paraguay,0,0,2,1,1,3,0,1,21,1,0,0,0,0,31
2010,0,1,1,new zealand,0,0,1,0,0,0,0,0,17,0,0,0,0,0,78,slovakia,0,0,2,0,1,4,0,0,22,0,0,0,0,0,34
2010,0,0,2,slovakia,0,0,2,0,1,4,0,0,22,0,0,0,0,0,34,paraguay,0,0,2,1,1,3,0,1,21,1,0,0,0,0,31
2010,0,1,1,italy,0,1,0,0,23,0,0,4,10,1,1,1,1,1,5,new zealand,0,0,1,0,0,0,0,0,17,0,0,0,0,0,78
2010,0,3,2,slovakia,0,0,2,0,1,4,0,0,22,0,0,0,0,0,34,italy,0,1,0,0,23,0,0,4,10,1,1,1,1,1,5
2010,0,0,0,paraguay,0,0,2,1,1,3,0,1,21,1,0,0,0,0,31,new zealand,0,0,1,0,0,0,0,0,17,0,0,0,0,0,78
2010,0,0,0,cote d ivoire,0,1,6,3,0,2,4,4,20,0,0,0,0,0,27,portugal,0,1,3,6,0,1,1,14,13,1,1,1,1,0,3
2010,0,2,1,brazil,0,0,1,4,8,2,1,12,17,1,1,1,0,0,1,north korea,0,0,0,0,0,0,0,0,9,0,0,0,0,0,105
2010,0,3,1,brazil,0,0,1,4,8,2,1,12,17,1,1,1,0,0,1,cote d ivoire,0,1,6,3,0,2,4,4,20,0,0,0,0,0,27
2010,0,7,0,portugal,0,1,3,6,0,1,1,14,13,1,1,1,1,0,3,north korea,0,0,0,0,0,0,0,0,9,0,0,0,0,0,105
2010,0,0,0,portugal,0,1,3,6,0,1,1,14,13,1,1,1,1,0,3,brazil,0,0,1,4,8,2,1,12,17,1,1,1,0,0,1
2010,0,0,3,north korea,0,0,0,0,0,0,0,0,9,0,0,0,0,0,105,cote d ivoire,0,1,6,3,0,2,4,4,20,0,0,0,0,0,27
2010,0,0,1,honduras,0,0,3,0,2,0,0,0,12,0,0,0,0,0,38,chile,0,0,0,2,2,1,0,0,19,0,0,0,0,0,18
2010,0,0,1,spain,0,1,3,20,0,0,0,17,8,1,1,0,0,0,2,switzerland,0,0,2,0,4,6,1,1,18,1,1,0,0,0,24
2010,0,1,0,chile,0,0,0,2,2,1,0,0,19,0,0,0,0,0,18,switzerland,0,0,2,0,4,6,1,1,18,1,1,0,0,0,24
2010,0,2,0,spain,0,1,3,20,0,0,0,17,8,1,1,0,0,0,2,honduras,0,0,3,0,2,0,0,0,12,0,0,0,0,0,38
2010,0,1,2,chile,0,0,0,2,2,1,0,0,19,0,0,0,0,0,18,spain,0,1,3,20,0,0,0,17,8,1,1,0,0,0,2
2010,0,0,0,switzerland,0,0,2,0,4,6,1,1,18,1,1,0,0,0,24,honduras,0,0,3,0,2,0,0,0,12,0,0,0,0,0,38
2010,1,2,1,uruguay,0,0,0,4,3,0,1,4,20,0,0,0,0,0,16,south korea,0,0,2,0,0,1,1,1,18,1,0,0,0,0,47
2010,1,1,2,united states,0,0,6,0,1,3,1,1,21,1,0,0,0,0,14,ghana,0,0,5,1,4,3,1,3,22,1,1,0,0,0,32
2010,1,4,1,germany,0,1,0,0,0,23,0,12,8,1,1,1,1,0,6,england,0,1,23,0,0,0,0,6,9,1,1,1,0,0,8
2010,1,3,1,argentina,0,4,3,3,6,1,1,8,19,1,1,1,0,0,7,mexico,0,0,2,2,0,1,0,2,16,1,1,0,0,0,17
2010,1,2,1,netherlands,0,0,5,1,2,5,0,6,17,1,1,0,0,0,4,slovakia,0,0,2,0,1,4,0,0,22,0,0,0,0,0,34
2010,1,3,0,brazil,0,0,1,4,8,2,1,12,17,1,1,1,0,0,1,chile,0,0,0,2,2,1,0,0,19,0,0,0,0,0,18
2010,1,0,0,paraguay,0,0,2,1,1,3,0,1,21,1,0,0,0,0,31,japan,0,0,0,0,1,1,1,0,15,1,0,0,0,0,45
2010,1,1,0,spain,0,1,3,20,0,0,0,17,8,1,1,0,0,0,2,portugal,0,1,3,6,0,1,1,14,13,1,1,1,1,0,3
2010,1,2,1,netherlands,0,0,5,1,2,5,0,6,17,1,1,0,0,0,4,brazil,0,0,1,4,8,2,1,12,17,1,1,1,0,0,1
2010,1,1,1,uruguay,0,0,0,4,3,0,1,4,20,0,0,0,0,0,16,ghana,0,0,5,1,4,3,1,3,22,1,1,0,0,0,32
2010,1,0,4,argentina,0,4,3,3,6,1,1,8,19,1,1,1,0,0,7,germany,0,1,0,0,0,23,0,12,8,1,1,1,1,0,6
2010,1,0,1,paraguay,0,0,2,1,1,3,0,1,21,1,0,0,0,0,31,spain,0,1,3,20,0,0,0,17,8,1,1,0,0,0,2
2010,1,2,3,uruguay,0,0,0,4,3,0,1,4,20,0,0,0,0,0,16,netherlands,0,0,5,1,2,5,0,6,17,1,1,0,0,0,4
2010,1,0,1,germany,0,1,0,0,0,23,0,12,8,1,1,1,1,0,6,spain,0,1,3,20,0,0,0,17,8,1,1,0,0,0,2
2010,1,2,3,uruguay,0,0,0,4,3,0,1,4,20,0,0,0,0,0,16,germany,0,1,0,0,0,23,0,12,8,1,1,1,1,0,6
2010,1,0,1,netherlands,0,0,5,1,2,5,0,6,17,1,1,0,0,0,4,spain,0,1,3,20,0,0,0,17,8,1,1,0,0,0,2
2006,0,4,2,germany,0,1,2,0,0,21,0,8,13,1,1,1,1,1,19,costa rica,0,0,0,0,0,0,5,0,9,1,0,0,0,0,26
2006,0,0,2,poland,0,0,2,0,0,3,0,0,19,1,0,0,0,0,29,ecuador,0,0,1,1,0,0,0,1,11,1,0,0,0,0,39
2006,0,1,0,germany,0,1,2,0,0,21,0,8,13,1,1,1,1,1,19,poland,0,0,2,0,0,3,0,0,19,1,0,0,0,0,29
2006,0,3,0,ecuador,0,0,1,1,0,0,0,1,11,1,0,0,0,0,39,costa rica,0,0,0,0,0,0,5,0,9,1,0,0,0,0,26
2006,0,0,3,ecuador,0,0,1,1,0,0,0,1,11,1,0,0,0,0,39,germany,0,1,2,0,0,21,0,8,13,1,1,1,1,1,19
2006,0,1,2,costa rica,0,0,0,0,0,0,5,0,9,1,0,0,0,0,26,poland,0,0,2,0,0,3,0,0,19,1,0,0,0,0,29
2006,0,1,0,england,0,0,21,1,0,1,0,13,10,1,1,1,0,0,10,paraguay,0,0,0,2,1,3,0,3,20,1,1,0,0,0,33
2006,0,0,0,trinidad tobago,0,0,1,0,0,0,0,0,18,0,0,0,0,0,47,sweden,0,0,2,1,1,1,3,1,19,1,1,0,0,0,16
2006,0,2,0,england,0,0,21,1,0,1,0,13,10,1,1,1,0,0,10,trinidad tobago,0,0,1,0,0,0,0,0,18,0,0,0,0,0,47
2006,0,1,0,sweden,0,0,2,1,1,1,3,1,19,1,1,0,0,0,16,paraguay,0,0,0,2,1,3,0,3,20,1,1,0,0,0,33
2006,0,2,2,sweden,0,0,2,1,1,1,3,1,19,1,1,0,0,0,16,england,0,0,21,1,0,1,0,13,10,1,1,1,0,0,10
2006,0,2,0,paraguay,0,0,0,2,1,3,0,3,20,1,1,0,0,0,33,trinidad tobago,0,0,1,0,0,0,0,0,18,0,0,0,0,0,47
2006,0,2,1,argentina,0,0,2,11,4,0,0,11,14,1,0,0,0,0,9,cote d ivoire,0,0,4,0,1,1,10,2,22,0,0,0,0,0,32
2006,0,0,1,serbia,0,0,2,3,1,1,1,2,18,0,0,0,0,0,44,netherlands,0,1,5,2,0,2,0,6,10,0,0,0,0,0,3
2006,0,6,0,argentina,0,0,2,11,4,0,0,11,14,1,0,0,0,0,9,serbia,0,0,2,3,1,1,1,2,18,0,0,0,0,0,44
2006,0,2,1,netherlands,0,1,5,2,0,2,0,6,10,0,0,0,0,0,3,cote d ivoire,0,0,4,0,1,1,10,2,22,0,0,0,0,0,32
2006,0,0,0,netherlands,0,1,5,2,0,2,0,6,10,0,0,0,0,0,3,argentina,0,0,2,11,4,0,0,11,14,1,0,0,0,0,9
2006,0,3,2,cote d ivoire,0,0,4,0,1,1,10,2,22,0,0,0,0,0,32,serbia,0,0,2,3,1,1,1,2,18,0,0,0,0,0,44
2006,0,3,1,mexico,0,0,1,2,0,0,0,1,11,1,1,0,0,0,4,iran,0,0,0,0,1,4,0,1,15,0,0,0,0,0,23
2006,0,0,1,angola,0,0,0,0,0,0,0,1,16,0,0,0,0,0,57,portugal,0,1,5,4,1,1,2,16,15,1,0,0,0,0,7
2006,0,0,0,mexico,0,0,1,2,0,0,0,1,11,1,1,0,0,0,4,angola,0,0,0,0,0,0,0,1,16,0,0,0,0,0,57
2006,0,2,0,portugal,0,1,5,4,1,1,2,16,15,1,0,0,0,0,7,iran,0,0,0,0,1,4,0,1,15,0,0,0,0,0,23
2006,0,2,1,portugal,0,1,5,4,1,1,2,16,15,1,0,0,0,0,7,mexico,0,0,1,2,0,0,0,1,11,1,1,0,0,0,4
2006,0,1,1,iran,0,0,0,0,1,4,0,1,15,0,0,0,0,0,23,angola,0,0,0,0,0,0,0,1,16,0,0,0,0,0,57
2006,0,2,0,italy,0,1,0,0,23,0,0,9,9,1,1,0,0,0,13,ghana,0,0,1,0,3,3,1,2,22,0,0,0,0,0,48
2006,0,0,3,united states,0,0,4,0,0,2,0,1,18,1,1,1,0,0,5,czech republic,0,0,2,0,3,5,2,2,20,0,0,0,0,0,2
2006,0,1,1,italy,0,1,0,0,23,0,0,9,9,1,1,0,0,0,13,united states,0,0,4,0,0,2,0,1,18,1,1,1,0,0,5
2006,0,0,2,czech republic,0,0,2,0,3,5,2,2,20,0,0,0,0,0,2,ghana,0,0,1,0,3,3,1,2,22,0,0,0,0,0,48
2006,0,0,2,czech republic,0,0,2,0,3,5,2,2,20,0,0,0,0,0,2,italy,0,1,0,0,23,0,0,9,9,1,1,0,0,0,13
2006,0,2,1,ghana,0,0,1,0,3,3,1,2,22,0,0,0,0,0,48,united states,0,0,4,0,0,2,0,1,18,1,1,1,0,0,5
2006,0,1,0,brazil,0,2,1,5,6,4,3,16,13,1,1,1,1,1,1,croatia,0,0,0,0,3,5,0,3,15,1,0,0,0,0,23
2006,0,3,1,australia,0,0,9,0,3,0,0,2,19,0,0,0,0,0,42,japan,0,0,1,0,1,1,0,0,15,1,1,0,0,0,18
2006,0,2,0,brazil,0,2,1,5,6,4,3,16,13,1,1,1,1,1,1,australia,0,0,9,0,3,0,0,2,19,0,0,0,0,0,42
2006,0,0,0,japan,0,0,1,0,1,1,0,0,15,1,1,0,0,0,18,croatia,0,0,0,0,3,5,0,3,15,1,0,0,0,0,23
2006,0,1,4,japan,0,0,1,0,1,1,0,0,15,1,1,0,0,0,18,brazil,0,2,1,5,6,4,3,16,13,1,1,1,1,1,1
2006,0,2,2,croatia,0,0,0,0,3,5,0,3,15,1,0,0,0,0,23,australia,0,0,9,0,3,0,0,2,19,0,0,0,0,0,42
2006,0,0,0,france,0,1,8,1,3,1,11,11,14,1,0,0,0,0,8,switzerland,0,0,2,0,2,7,4,3,19,0,0,0,0,0,35
2006,0,2,1,south korea,0,0,2,0,0,1,0,1,14,1,1,1,1,0,29,togo,0,0,1,0,1,1,2,0,21,0,0,0,0,0,61
2006,0,1,1,france,0,1,8,1,3,1,11,11,14,1,0,0,0,0,8,south korea,0,0,2,0,0,1,0,1,14,1,1,1,1,0,29
2006,0,0,2,togo,0,0,1,0,1,1,2,0,21,0,0,0,0,0,61,switzerland,0,0,2,0,2,7,4,3,19,0,0,0,0,0,35
2006,0,0,2,togo,0,0,1,0,1,1,2,0,21,0,0,0,0,0,61,france,0,1,8,1,3,1,11,11,14,1,0,0,0,0,8
2006,0,2,0,switzerland,0,0,2,0,2,7,4,3,19,0,0,0,0,0,35,south korea,0,0,2,0,0,1,0,1,14,1,1,1,1,0,29
2006,0,4,0,spain,0,1,5,18,0,0,0,14,9,1,1,1,0,0,5,ukraine,0,0,0,0,1,1,0,1,9,0,0,0,0,0,45
2006,0,2,2,tunisia,0,0,2,0,0,2,5,1,21,1,0,0,0,0,21,saudi arabia,0,0,0,0,0,0,0,0,6,1,0,0,0,0,34
2006,0,3,1,spain,0,1,5,18,0,0,0,14,9,1,1,1,0,0,5,tunisia,0,0,2,0,0,2,5,1,21,1,0,0,0,0,21
2006,0,0,4,saudi arabia,0,0,0,0,0,0,0,0,6,1,0,0,0,0,34,ukraine,0,0,0,0,1,1,0,1,9,0,0,0,0,0,45
2006,0,0,1,saudi arabia,0,0,0,0,0,0,0,0,6,1,0,0,0,0,34,spain,0,1,5,18,0,0,0,14,9,1,1,1,0,0,5
2006,0,1,0,ukraine,0,0,0,0,1,1,0,1,9,0,0,0,0,0,45,tunisia,0,0,2,0,0,2,5,1,21,1,0,0,0,0,21
2006,1,2,0,germany,0,1,2,0,0,21,0,8,13,1,1,1,1,1,19,sweden,0,0,2,1,1,1,3,1,19,1,1,0,0,0,16
2006,1,2,1,argentina,0,0,2,11,4,0,0,11,14,1,0,0,0,0,9,mexico,0,0,1,2,0,0,0,1,11,1,1,0,0,0,4
2006,1,1,0,england,0,0,21,1,0,1,0,13,10,1,1,1,0,0,10,ecuador,0,0,1,1,0,0,0,1,11,1,0,0,0,0,39
2006,1,1,0,portugal,0,1,5,4,1,1,2,16,15,1,0,0,0,0,7,netherlands,0,1,5,2,0,2,0,6,10,0,0,0,0,0,3
2006,1,1,0,italy,0,1,0,0,23,0,0,9,9,1,1,0,0,0,13,australia,0,0,9,0,3,0,0,2,19,0,0,0,0,0,42
2006,1,0,3,switzerland,0,0,2,0,2,7,4,3,19,0,0,0,0,0,35,ukraine,0,0,0,0,1,1,0,1,9,0,0,0,0,0,45
2006,1,3,0,brazil,0,2,1,5,6,4,3,16,13,1,1,1,1,1,1,ghana,0,0,1,0,3,3,1,2,22,0,0,0,0,0,48
2006,1,1,3,spain,0,1,5,18,0,0,0,14,9,1,1,1,0,0,5,france,0,1,8,1,3,1,11,11,14,1,0,0,0,0,8
2006,1,1,1,germany,0,1,2,0,0,21,0,8,13,1,1,1,1,1,19,argentina,0,0,2,11,4,0,0,11,14,1,0,0,0,0,9
2006,1,3,0,italy,0,1,0,0,23,0,0,9,9,1,1,0,0,0,13,ukraine,0,0,0,0,1,1,0,1,9,0,0,0,0,0,45
2006,1,0,0,england,0,0,21,1,0,1,0,13,10,1,1,1,0,0,10,portugal,0,1,5,4,1,1,2,16,15,1,0,0,0,0,7
2006,1,0,1,brazil,0,2,1,5,6,4,3,16,13,1,1,1,1,1,1,france,0,1,8,1,3,1,11,11,14,1,0,0,0,0,8
2006,1,0,2,germany,0,1,2,0,0,21,0,8,13,1,1,1,1,1,19,italy,0,1,0,0,23,0,0,9,9,1,1,0,0,0,13
2006,1,0,1,portugal,0,1,5,4,1,1,2,16,15,1,0,0,0,0,7,france,0,1,8,1,3,1,11,11,14,1,0,0,0,0,8
2006,1,3,1,germany,0,1,2,0,0,21,0,8,13,1,1,1,1,1,19,portugal,0,1,5,4,1,1,2,16,15,1,0,0,0,0,7
2006,1,1,1,italy,0,1,0,0,23,0,0,9,9,1,1,0,0,0,13,france,0,1,8,1,3,1,11,11,14,1,0,0,0,0,8
2002,0,0,1,france,0,3,8,3,5,2,5,14,14,1,1,1,1,1,1,senegal,0,0,0,0,0,0,17,6,14,0,0,0,0,0,42
2002,0,1,2,uruguay,0,0,1,4,8,0,0,7,13,0,0,0,0,0,24,denmark,0,0,5,0,3,1,0,0,19,1,1,1,0,0,20
2002,0,0,0,france,0,3,8,3,5,2,5,14,14,1,1,1,1,1,1,uruguay,0,0,1,4,8,0,0,7,13,0,0,0,0,0,24
2002,0,1,1,denmark,0,0,5,0,3,1,0,0,19,1,1,1,0,0,20,senegal,0,0,0,0,0,0,17,6,14,0,0,0,0,0,42
2002,0,2,0,denmark,0,0,5,0,3,1,0,0,19,1,1,1,0,0,20,france,0,3,8,3,5,2,5,14,14,1,1,1,1,1,1
2002,0,3,3,senegal,0,0,0,0,0,0,17,6,14,0,0,0,0,0,42,uruguay,0,0,1,4,8,0,0,7,13,0,0,0,0,0,24
2002,0,2,2,paraguay,0,0,0,1,0,1,0,2,14,1,1,0,0,0,18,south africa,0,0,2,0,1,1,0,2,20,1,0,0,0,0,37
2002,0,3,1,spain,0,2,0,22,1,0,0,12,11,1,0,0,0,0,8,slovenia,0,0,1,0,1,2,0,1,20,0,0,0,0,0,25
2002,0,3,1,spain,0,2,0,22,1,0,0,12,11,1,0,0,0,0,8,paraguay,0,0,0,1,0,1,0,2,14,1,1,0,0,0,18
2002,0,1,0,south africa,0,0,2,0,1,1,0,2,20,1,0,0,0,0,37,slovenia,0,0,1,0,1,2,0,1,20,0,0,0,0,0,25
2002,0,2,3,south africa,0,0,2,0,1,1,0,2,20,1,0,0,0,0,37,spain,0,2,0,22,1,0,0,12,11,1,0,0,0,0,8
2002,0,1,3,slovenia,0,0,1,0,1,2,0,1,20,0,0,0,0,0,25,paraguay,0,0,0,1,0,1,0,2,14,1,1,0,0,0,18
2002,0,2,1,brazil,0,0,1,3,4,1,2,5,18,1,1,1,1,1,2,turkey,0,0,3,1,3,1,0,3,12,0,0,0,0,0,22
2002,0,0,2,china,0,0,1,0,0,0,0,0,14,0,0,0,0,0,50,costa rica,0,0,0,0,1,0,8,8,7,0,0,0,0,0,29
2002,0,4,0,brazil,0,0,1,3,4,1,2,5,18,1,1,1,1,1,2,china,0,0,1,0,0,0,0,0,14,0,0,0,0,0,50
2002,0,1,1,costa rica,0,0,0,0,1,0,8,8,7,0,0,0,0,0,29,turkey,0,0,3,1,3,1,0,3,12,0,0,0,0,0,22
2002,0,2,5,costa rica,0,0,0,0,1,0,8,8,7,0,0,0,0,0,29,brazil,0,0,1,3,4,1,2,5,18,1,1,1,1,1,2
2002,0,3,0,turkey,0,0,3,1,3,1,0,3,12,0,0,0,0,0,22,china,0,0,1,0,0,0,0,0,14,0,0,0,0,0,50
2002,0,2,0,south korea,1,0,0,0,1,0,0,0,16,1,0,0,0,0,40,poland,0,0,1,0,0,4,2,2,18,0,0,0,0,0,38
2002,0,3,2,united states,0,0,5,0,0,1,1,1,21,1,0,0,0,0,13,portugal,0,1,1,2,4,0,1,17,12,0,0,0,0,0,5
2002,0,1,1,south korea,1,0,0,0,1,0,0,0,16,1,0,0,0,0,40,united states,0,0,5,0,0,1,1,1,21,1,0,0,0,0,13
2002,0,4,0,portugal,0,1,1,2,4,0,1,17,12,0,0,0,0,0,5,poland,0,0,1,0,0,4,2,2,18,0,0,0,0,0,38
2002,0,0,1,portugal,0,1,1,2,4,0,1,17,12,0,0,0,0,0,5,south korea,1,0,0,0,1,0,0,0,16,1,0,0,0,0,40
2002,0,3,1,poland,0,0,1,0,0,4,2,2,18,0,0,0,0,0,38,united states,0,0,5,0,0,1,1,1,21,1,0,0,0,0,13
2002,0,1,1,ireland,0,0,17,0,0,0,0,1,15,0,0,0,0,0,15,cameroon,0,0,3,2,1,1,7,3,22,1,0,0,0,0,17
2002,0,8,0,germany,0,2,2,0,0,20,1,14,10,1,1,1,0,0,11,saudi arabia,0,0,0,0,0,0,0,0,5,1,0,0,0,0,34
